cells,sample_id,group_id
cy98_CD45neg_CD90neg_S45,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S34,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S43,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S54,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S28,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S10,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S69,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S67,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S77,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S41,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S55,Mel98,ICB_treated
cy105_Zombineg_CD45neg_CD90neg_S192,Mel105,treatment_naive
cy98_CD45neg_CD90neg_S38,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S68,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S37,Mel98,ICB_treated
cy105_Zombineg_CD45neg_CD90neg_S180,Mel105,treatment_naive
cy98_CD45neg_CD90neg_S83,Mel98,ICB_treated
cy105_Zombineg_CD45neg_CD90neg_S101,Mel105,treatment_naive
cy98_CD45neg_CD90neg_S53,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S58,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S64,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S91,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S86,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S62,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S92,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S24,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S2,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S94,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S60,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S26,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S11,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S36,Mel98,ICB_treated
cy105_Zombineg_CD45neg_CD90neg_S172,Mel105,treatment_naive
cy105_Zombineg_CD45neg_CD90neg_S170,Mel105,treatment_naive
cy98_CD45neg_CD90neg_S25,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S40,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S75,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S66,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S18,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S50,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S29,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S88,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S57,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S22,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S51,Mel98,ICB_treated
cy105_Zombineg_CD45neg_CD90neg_S134,Mel105,treatment_naive
cy98_CD45neg_CD90neg_S90,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S27,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S16,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S4,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S7,Mel98,ICB_treated
cy98_CD45neg_CD90neg_S1,Mel98,ICB_treated
cy102_CD45neg_CD90neg_S340,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S376,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S290,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S331,Mel102,ICB_treated
cy112_CD45neg_CD90neg_S181,Mel112,treatment_naive
cy102_CD45neg_CD90neg_S318,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S360,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S316,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S372,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S298,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S378,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S345,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S377,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S382,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S295,Mel102,ICB_treated
cy112_CD45neg_CD90neg_S127,Mel112,treatment_naive
cy102_CD45neg_CD90neg_S307,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S365,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S363,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S293,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S300,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S311,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S330,Mel102,ICB_treated
cy112_CD45neg_CD90neg_S108,Mel112,treatment_naive
cy112_CD45neg_CD90neg_S178,Mel112,treatment_naive
cy102_CD45neg_CD90neg_S291,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S359,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S310,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S319,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S301,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S371,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S344,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S358,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S380,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S370,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S381,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S354,Mel102,ICB_treated
cy112_CD45neg_CD90neg_S102,Mel112,treatment_naive
cy102_CD45neg_CD90neg_S342,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S334,Mel102,ICB_treated
cy112_CD45neg_CD90neg_S176,Mel112,treatment_naive
cy102_CD45neg_CD90neg_S302,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S315,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S289,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S362,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S314,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S299,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S343,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S364,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S335,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S336,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S323,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S374,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S337,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S327,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S308,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S356,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S341,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S361,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S383,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S368,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S375,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S366,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S369,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S350,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S322,Mel102,ICB_treated
cy112_CD45neg_CD90neg_S188,Mel112,treatment_naive
cy102_CD45neg_CD90neg_S339,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S349,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S304,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S320,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S351,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S306,Mel102,ICB_treated
cy112_CD45neg_CD90neg_S149,Mel112,treatment_naive
cy102_CD45neg_CD90neg_S325,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S367,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S292,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S338,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S328,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S296,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S373,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S347,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S353,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S355,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S352,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S309,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S305,Mel102,ICB_treated
cy112_CD45neg_CD90neg_S129,Mel112,treatment_naive
cy102_CD45neg_CD90neg_S346,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S294,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S329,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S303,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S333,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S297,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S326,Mel102,ICB_treated
cy102_CD45neg_CD90neg_S321,Mel102,ICB_treated
cy106_CD45neg_CD90neg_S309_11,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S378_12,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S333,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S304,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S369,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S322,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S330,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S316,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S292,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S355,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S336,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S321,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S300,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S313,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S365_14,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S354,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S380,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S350,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S344_16,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S306_17,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S295,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S368,Mel106,ICB_treated
cy110_CD45neg_CD90neg_S12,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S60,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S56,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S86,Mel110,ICB_treated
cy112_CD45neg_CD90neg_S128,Mel112,treatment_naive
cy110_CD45neg_CD90neg_S11,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S29,Mel110,ICB_treated
cy112_CD45neg_CD90neg_S137,Mel112,treatment_naive
cy110_CD45neg_CD90neg_S45,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S72,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S8,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S35,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S42,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S52,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S61,Mel110,ICB_treated
cy112_CD45neg_CD90neg_S110,Mel112,treatment_naive
cy110_CD45neg_CD90neg_S7,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S34,Mel110,ICB_treated
cy112_CD45neg_CD90neg_S126,Mel112,treatment_naive
cy110_CD45neg_CD90neg_S46,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S78,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S62,Mel110,ICB_treated
cy112_CD45neg_CD90neg_S170,Mel112,treatment_naive
cy110_CD45neg_CD90neg_S74,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S26,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S17,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S92,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S80,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S69,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S79,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S64,Mel110,ICB_treated
cy112_CD45neg_CD90neg_S103,Mel112,treatment_naive
cy112_CD45neg_CD90neg_S97,Mel112,treatment_naive
cy110_CD45neg_CD90neg_S43,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S50,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S3,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S54,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S95,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S21,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S68,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S135,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S60,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S28,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S184,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S68,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S18,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S190,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S120,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S64,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S1,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S30,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S13,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S35,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S115,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S45,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S52,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S117,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S24,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S11,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S132,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S128,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S87,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S94,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S57,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S97,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S123,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S7,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S49,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S20,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S114,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S79,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S88,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S38,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S110,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S9,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S61,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S23,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S78,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S153,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S95,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S22,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S51,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S129,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S76,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S182,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S80,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S160,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S152,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S121,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S43,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S63,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S165,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S168,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S139,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S106,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S138,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S73,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S157,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S72,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S161,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S56,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S42,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S82,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S3,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S98,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S19,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S166,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S33,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S140,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S169,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S107,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S75,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S118,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S4,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S47,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S89,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S163,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S26,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S189,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S37,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S36,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S32,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S39,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S15,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S70,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S44,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S167,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S150,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S71,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S103,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S85,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S21,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S149,Mel110,ICB_treated
cy110_CD45neg_CD90neg_S145,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S55,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S66,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S54,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S46,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S8,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S81,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S62,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S147,Mel110,ICB_treated
cy103_CD45neg_CD90neg_S67,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S31,Mel103,treatment_naive
cy103_CD45neg_CD90neg_S12,Mel103,treatment_naive
cy110_CD45neg_CD90neg_S180,Mel110,ICB_treated
CY106_CD45neg_CD90neg_S341,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S291,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S301,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S378,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S310,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S354,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S292,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S302,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S294,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S374,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S382,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S326,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S297,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S356,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S328,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S338,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S323,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S308,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S344,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S365,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S320,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S327,Mel106,ICB_treated
CY106_CD45neg_CD90neg_S366,Mel106,ICB_treated
cy129PA_CD45neg_CD90neg_S163,Mel129pa,treatment_naive
cy106_CD45neg_CD90neg_S309_20,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S378_21,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S320,Mel106,ICB_treated
cy129PA_CD45neg_CD90neg_S172,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S110,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S105,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S108,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S99,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S189,Mel129pa,treatment_naive
cy106_CD45neg_CD90neg_S347,Mel106,ICB_treated
cy129PA_CD45neg_CD90neg_S140,Mel129pa,treatment_naive
cy106_CD45neg_CD90neg_S311,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S366,Mel106,ICB_treated
cy129PA_CD45neg_CD90neg_S154,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S169,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S127,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S175,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S151,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S171,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S128,Mel129pa,treatment_naive
cy106_CD45neg_CD90neg_S356,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S327,Mel106,ICB_treated
cy129PA_CD45neg_CD90neg_S137,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S190,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S98,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S122,Mel129pa,treatment_naive
cy106_CD45neg_CD90neg_S319,Mel106,ICB_treated
cy129PA_CD45neg_CD90neg_S125,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S161,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S129,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S138,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S142,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S149,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S134,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S150,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S186,Mel129pa,treatment_naive
cy106_CD45neg_CD90neg_S290,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S294,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S349,Mel106,ICB_treated
cy129PA_CD45neg_CD90neg_S153,Mel129pa,treatment_naive
cy106_CD45neg_CD90neg_S338,Mel106,ICB_treated
cy129PA_CD45neg_CD90neg_S191,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S126,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S144,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S97,Mel129pa,treatment_naive
cy106_CD45neg_CD90neg_S365_23,Mel106,ICB_treated
cy129PA_CD45neg_CD90neg_S164,Mel129pa,treatment_naive
cy106_CD45neg_CD90neg_S364,Mel106,ICB_treated
cy129PA_CD45neg_CD90neg_S114,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S182,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S162,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S136,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S103,Mel129pa,treatment_naive
cy106_CD45neg_CD90neg_S325,Mel106,ICB_treated
cy129PA_CD45neg_CD90neg_S123,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S106,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S173,Mel129pa,treatment_naive
cy129PA_CD45neg_CD90neg_S181,Mel129pa,treatment_naive
cy106_CD45neg_CD90neg_S344_25,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S306_26,Mel106,ICB_treated
cy129PA_CD45neg_CD90neg_S184,Mel129pa,treatment_naive
cy106_CD45neg_CD90neg_S291,Mel106,ICB_treated
cy106_CD45neg_CD90neg_S352,Mel106,ICB_treated
cy129PA_CD45neg_CD90neg_S119,Mel129pa,treatment_naive
cy106_CD45neg_CD90neg_S376,Mel106,ICB_treated
cy121.1_CD45neg_S289,Mel121.1,ICB_treated
cy121.1_CD45neg_S296,Mel121.1,ICB_treated
cy121.1_CD45neg_S325,Mel121.1,ICB_treated
cy121.1_CD45neg_S371,Mel121.1,ICB_treated
cy121.1_CD45neg_S382,Mel121.1,ICB_treated
cy129_CD45negCD90neg_S55,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S2,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S6,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S65,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S91,Mel129pa,treatment_naive
cy128_CD45neg_S250,Mel128,treatment_naive
cy129_CD45negCD90neg_S25,Mel129pa,treatment_naive
cy128_CD45neg_S255,Mel128,treatment_naive
cy129_CD45negCD90neg_S43,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S22,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S72,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S79,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S7,Mel129pa,treatment_naive
cy128_CD45neg_S209,Mel128,treatment_naive
cy128_CD45neg_S194,Mel128,treatment_naive
cy129_CD45negCD90neg_S3,Mel129pa,treatment_naive
cy128_CD45neg_S231,Mel128,treatment_naive
cy128_CD45neg_S275,Mel128,treatment_naive
cy128_CD45neg_S216,Mel128,treatment_naive
cy129_CD45negCD90neg_S70,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S60,Mel129pa,treatment_naive
cy128_CD45neg_S256,Mel128,treatment_naive
cy129_CD45negCD90neg_S26,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S85,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S87,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S32,Mel129pa,treatment_naive
cy128_CD45neg_S283,Mel128,treatment_naive
cy128_CD45neg_S196,Mel128,treatment_naive
cy128_CD45neg_S213,Mel128,treatment_naive
cy129_CD45negCD90neg_S46,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S1,Mel129pa,treatment_naive
cy128_CD45neg_S281,Mel128,treatment_naive
cy129_CD45negCD90neg_S8,Mel129pa,treatment_naive
cy129_CD45negCD90neg_S78,Mel129pa,treatment_naive
cy128_CD45neg_S261,Mel128,treatment_naive
cy128_CD45neg_S193,Mel128,treatment_naive
